,index,author,name,line,lemmed_line,name
234,10,Рюрик Ивнев,Животворящий взгляд,"Как звезды те, которых нет на свете,",как звезда тот который нет на свет,Животворящий взгляд
235,10,Рюрик Ивнев,Животворящий взгляд,"Неотличимые от звезд других,",неотличимый от звезда другой,Животворящий взгляд
236,10,Рюрик Ивнев,Животворящий взгляд,"Спустя столетья так же ярко светят,",спустя столетие так же ярко светить,Животворящий взгляд
237,10,Рюрик Ивнев,Животворящий взгляд,Как будто жизнь не покидала их.,как будто жизнь не покидать они,Животворящий взгляд
238,11,Федор Тютчев,Ночное небо так угрюмо...,"Ночное небо так угрюмо,",ночной небо так угрюмо,Ночное небо так угрюмо...
239,11,Федор Тютчев,Ночное небо так угрюмо...,Заволокло со всех сторон.,заволакивать со весь сторона,Ночное небо так угрюмо...
240,11,Федор Тютчев,Ночное небо так угрюмо...,"То не угроза и не дума,",то не угроза и не дума,Ночное небо так угрюмо...
241,11,Федор Тютчев,Ночное небо так угрюмо...,"То вялый, безотрадный сон.",то вялый безотрадный сон,Ночное небо так угрюмо...
242,11,Федор Тютчев,Ночное небо так угрюмо...,"Одни зарницы огневые,",один зарница огневой,Ночное небо так угрюмо...
243,11,Федор Тютчев,Ночное небо так угрюмо...,"Воспламеняясь чередой,",воспламеняться череда,Ночное небо так угрюмо...
244,11,Федор Тютчев,Ночное небо так угрюмо...,"Как демоны глухонемые,",как демон глухонемой,Ночное небо так угрюмо...
245,11,Федор Тютчев,Ночное небо так угрюмо...,Ведут беседу меж собой.,вести беседа меж себя,Ночное небо так угрюмо...
246,11,Федор Тютчев,Ночное небо так угрюмо...,"Как по условленному знаку,",как по условленный знак,Ночное небо так угрюмо...
247,11,Федор Тютчев,Ночное небо так угрюмо...,"Вдруг неба вспыхнет полоса,",вдруг небо вспыхивать полоса,Ночное небо так угрюмо...
248,11,Федор Тютчев,Ночное небо так угрюмо...,И быстро выступят из мраку,и быстро выступать из мрак,Ночное небо так угрюмо...
249,11,Федор Тютчев,Ночное небо так угрюмо...,Поля и дальние леса.,поле и дальний лес,Ночное небо так угрюмо...
250,11,Федор Тютчев,Ночное небо так угрюмо...,"И вот опять все потемнело,",и вот опять все потемнеть,Ночное небо так угрюмо...
251,11,Федор Тютчев,Ночное небо так угрюмо...,Все стихло в чуткой темноте -,все стихать в чуткий темнота,Ночное небо так угрюмо...
252,11,Федор Тютчев,Ночное небо так угрюмо...,Как бы таинственное дело,как бы таинственный дело,Ночное небо так угрюмо...
253,11,Федор Тютчев,Ночное небо так угрюмо...,Решалось там - на высоте.,решаться там на высота,Ночное небо так угрюмо...
254,12,Лев Мей,Забытые ямбы,"Итак, вы ждете от меня",итак вы ждать от я,Забытые ямбы
255,12,Лев Мей,Забытые ямбы,Письма по-русски для науки?,письмо по русски для наука,Забытые ямбы
256,12,Лев Мей,Забытые ямбы,. . . . . . . . . . . . . .,,Забытые ямбы
257,12,Лев Мей,Забытые ямбы,. . . . . . . . . . . . . .,,Забытые ямбы
258,12,Лев Мей,Забытые ямбы,. . . . . . С юных лет,с юный год,Забытые ямбы
259,12,Лев Мей,Забытые ямбы,"Слова: письмо, печать, пакет",слово письмо печать пакет,Забытые ямбы
260,12,Лев Мей,Забытые ямбы,Во мне вселяли отвращенье.,во я вселять отвращение,Забытые ямбы
261,12,Лев Мей,Забытые ямбы,Я думал: «Господи! писать,я думать господи писать,Забытые ямбы
262,12,Лев Мей,Забытые ямбы,И слать по почте уверенье,и слать по почта уверение,Забытые ямбы
263,12,Лев Мей,Забытые ямбы,"В любви, и в дружбе, и в почтеньи,",в любовь и в дружба и в почтение,Забытые ямбы
264,12,Лев Мей,Забытые ямбы,Ведь это значит просто лгать:,ведь это значить просто лгать,Забытые ямбы
265,12,Лев Мей,Забытые ямбы,"Лгать перед сердцем, перед духом.",лгать перед сердце перед дух,Забытые ямбы
266,12,Лев Мей,Забытые ямбы,"Коль человек полюбит раз,",коль человек полюбить раз,Забытые ямбы
267,12,Лев Мей,Забытые ямбы,"Духовным оком, вещим слухом",духовный око вещий слух,Забытые ямбы
268,12,Лев Мей,Забытые ямбы,"Он видит нас, он слышит нас.",он видеть мы он слышать мы,Забытые ямбы
269,12,Лев Мей,Забытые ямбы,"К чему ж писать? Я слышу, вижу».",к что ж писать я слышать видеть,Забытые ямбы
270,12,Лев Мей,Забытые ямбы,"Так думал я, и потому,",так думать я и потому,Забытые ямбы
271,12,Лев Мей,Забытые ямбы,"Совсем не веруя письму,",совсем не веровать письмо,Забытые ямбы
272,12,Лев Мей,Забытые ямбы,Я переписки ненавижу.,я переписка ненавидеть,Забытые ямбы
273,12,Лев Мей,Забытые ямбы,"Но если отдан уж приказ,",но если отдавать уж приказ,Забытые ямбы
274,12,Лев Мей,Забытые ямбы,Непослушанье безрассудно...,непослушание безрассудно,Забытые ямбы
275,12,Лев Мей,Забытые ямбы,С чего начать?,с что начинать,Забытые ямбы
276,12,Лев Мей,Забытые ямбы,Давно уж в моде,давно уж в мода,Забытые ямбы
277,12,Лев Мей,Забытые ямбы,Беседу с дамой заводить,беседа с дама заводить,Забытые ямбы
278,12,Лев Мей,Забытые ямбы,"Намеком тонким о погоде,",намек тонкий о погода,Забытые ямбы
279,12,Лев Мей,Забытые ямбы,А уж потом и говорить...,а уж потом и говорить,Забытые ямбы
280,12,Лев Мей,Забытые ямбы,"И говорить о всем об этом,",и говорить о все об это,Забытые ямбы
281,12,Лев Мей,Забытые ямбы,"Что говорится целым светом,",что говориться целый свет,Забытые ямбы
282,12,Лев Мей,Забытые ямбы,На что с самих пеленок мать,на что с сам пеленка мать,Забытые ямбы
283,12,Лев Мей,Забытые ямбы,"Учила дочку отвечать,",учить дочка отвечать,Забытые ямбы
284,12,Лев Мей,Забытые ямбы,"Или сама, а были средства —",или сам а быть средство,Забытые ямбы
285,12,Лев Мей,Забытые ямбы,"Через мадам, мамзель иль мисс...",через мадам мамзель иль мисс,Забытые ямбы
286,12,Лев Мей,Забытые ямбы,(Здорова ли madame F[ern]iss?),здоровый ли,Забытые ямбы
287,12,Лев Мей,Забытые ямбы,"Простите: дней счастливых детства,",прощать день счастливый детство,Забытые ямбы
288,12,Лев Мей,Забытые ямбы,"Дней первых слез, дней первых грез",день первый слеза день первый греза,Забытые ямбы
289,12,Лев Мей,Забытые ямбы,Коснулся я... Бог с ними! Были,касаться я бог с они быть,Забытые ямбы
290,12,Лев Мей,Забытые ямбы,Да и прошли. Господь унес...,да и проходить господь уносить,Забытые ямбы
291,12,Лев Мей,Забытые ямбы,Мы о погоде говорили...,мы о погода говорить,Забытые ямбы
292,12,Лев Мей,Забытые ямбы,У нас плоха. Панелей плиты,у мы плохой панель плита,Забытые ямбы
293,12,Лев Мей,Забытые ямбы,"Так и сочатся под ногой,",так и сочиться под нога,Забытые ямбы
294,12,Лев Мей,Забытые ямбы,А крыши с самых труб облиты,а крыша с самый труба обливать,Забытые ямбы
295,12,Лев Мей,Забытые ямбы,"Какой-то мыльною водой,",какой то мыльный вода,Забытые ямбы
296,12,Лев Мей,Забытые ямбы,Как будто — вид довольно жалкой!—,как будто вид довольно жалкий,Забытые ямбы
297,12,Лев Мей,Забытые ямбы,"Природа лапотки сняла,",природа лапоток снимать,Забытые ямбы
298,12,Лев Мей,Забытые ямбы,Кругом подол подобрала,кругом подол подбирать,Забытые ямбы
299,12,Лев Мей,Забытые ямбы,И моет грязною мочалкой,и мыть грязный мочалка,Забытые ямбы
300,12,Лев Мей,Забытые ямбы,Всю землю к празднику весны...,весь земля к праздник весна,Забытые ямбы
301,12,Лев Мей,Забытые ямбы,"Еще простите... Право, сны",еще прощать право сон,Забытые ямбы
302,12,Лев Мей,Забытые ямбы,"О вечном солнце, вечном мае,",о вечный солнце вечный май,Забытые ямбы
303,12,Лев Мей,Забытые ямбы,"О том далеком, чудном крае,",о тот далекий чудный край,Забытые ямбы
304,12,Лев Мей,Забытые ямбы,"Где дышишь вольно, где тепло,",где дышать вольно где тепло,Забытые ямбы
305,12,Лев Мей,Забытые ямбы,Волнуют желчь мне тяжело...,волновать желчь я тяжело,Забытые ямбы
306,12,Лев Мей,Забытые ямбы,Но станет и у нас погодка.,но становиться и у мы погодка,Забытые ямбы
307,12,Лев Мей,Забытые ямбы,"Весна идет: ее походка,",весна идти ее походка,Забытые ямбы
308,12,Лев Мей,Забытые ямбы,Ее приемы и слова —,ее прием и слово,Забытые ямбы
309,12,Лев Мей,Забытые ямбы,"Без льдинок катится Нева,",без льдинка катиться нева,Забытые ямбы
310,12,Лев Мей,Забытые ямбы,"Мосты полиция наводит,",мост полиция наводить,Забытые ямбы
311,12,Лев Мей,Забытые ямбы,По мокрым улицам давно,по мокрый улица давно,Забытые ямбы
312,12,Лев Мей,Забытые ямбы,"Ночь белая дозором бродит,",ночь белый дозор бродить,Забытые ямбы
313,12,Лев Мей,Забытые ямбы,"Глядит порой ко мне в окно,",глядеть пора ко я в окно,Забытые ямбы
314,12,Лев Мей,Забытые ямбы,Особенно когда разгрязнет,особенно когда разгрязнуть,Забытые ямбы
315,12,Лев Мей,Забытые ямбы,"И ехать некуда,— глядит,",и ехать некуда глядеть,Забытые ямбы
316,12,Лев Мей,Забытые ямбы,"Да так упорно, словно дразнит:",да так упорно словно дразнить,Забытые ямбы
317,12,Лев Мей,Забытые ямбы,"«Ну, что не спишь-то? — говорит.—",ну что не спать то говорить,Забытые ямбы
318,12,Лев Мей,Забытые ямбы,"Ведь люди спят, ведь сон-то нужен;",ведь человек спать ведь сон то нужный,Забытые ямбы
319,12,Лев Мей,Забытые ямбы,"Диви бы бал, диви бы ужин:",дивить бы бал дивить бы ужин,Забытые ямбы
320,12,Лев Мей,Забытые ямбы,"Нет, так вот, даром баловать!",нет так вот даром баловать,Забытые ямбы
321,12,Лев Мей,Забытые ямбы,"Гаси свечу, ложися спать!»",гасить свеча ложисить спать,Забытые ямбы
322,12,Лев Мей,Забытые ямбы,И верить я готов беличке,и верить я готовый беличка,Забытые ямбы
323,12,Лев Мей,Забытые ямбы,И изменить готов привычке,и изменять готовый привычка,Забытые ямбы
324,12,Лев Мей,Забытые ямбы,Не спать ночей...,не спать ночь,Забытые ямбы
325,12,Лев Мей,Забытые ямбы,"А есть в ночи,",а быть в ночь,Забытые ямбы
326,12,Лев Мей,Забытые ямбы,"Вы сами знаете, такое,",вы сам знать такой,Забытые ямбы
327,12,Лев Мей,Забытые ямбы,"Что и светлей и жгучей втрое,",что и светлый и жгучий втрое,Забытые ямбы
328,12,Лев Мей,Забытые ямбы,Чем солнца вешние лучи.,чем солнце вешний луч,Забытые ямбы
329,12,Лев Мей,Забытые ямбы,"Дни длинны, ровны, монотонны,",день длинный ровный монотонный,Забытые ямбы
330,12,Лев Мей,Забытые ямбы,"Как ржавых рельсов полоса,",как ржавый рельс полоса,Забытые ямбы
331,12,Лев Мей,Забытые ямбы,"А ночи, ночи... небеса",а ночь ночь небо,Забытые ямбы
332,12,Лев Мей,Забытые ямбы,"Бывают звездны и бездонны,",бывать звездный и бездонный,Забытые ямбы
333,12,Лев Мей,Забытые ямбы,Как чьи-то глазки...,как чей то глазок,Забытые ямбы
334,12,Лев Мей,Забытые ямбы,Я не лгу,я не лгать,Забытые ямбы
335,12,Лев Мей,Забытые ямбы,И доказать всегда могу,и доказывать всегда мочь,Забытые ямбы
336,12,Лев Мей,Забытые ямбы,Сродство ночных небес с глазами.,сродство ночной небо с глаз,Забытые ямбы
337,12,Лев Мей,Забытые ямбы,"Теперь, конечно, между нами,",теперь конечно между мы,Забытые ямбы
338,12,Лев Мей,Забытые ямбы,Теперь я сплетничать начну.,теперь я сплетничать начинать,Забытые ямбы
339,12,Лев Мей,Забытые ямбы,Я видел некую жену,я видеть некий жена,Забытые ямбы
340,12,Лев Мей,Забытые ямбы,И видел девочку: глазенки,и видеть девочка глазенки,Забытые ямбы
341,12,Лев Мей,Забытые ямбы,По сердцу гладят... Отчего,по сердце гладить отчего,Забытые ямбы
342,12,Лев Мей,Забытые ямбы,Намек на женщину в ребенке,намек на женщина в ребенок,Забытые ямбы
343,12,Лев Мей,Забытые ямбы,Не занимает никого?,не занимать никто,Забытые ямбы
344,12,Лев Мей,Забытые ямбы,"Как будто бог зерно положит,",как будто бог зерно полагать,Забытые ямбы
345,12,Лев Мей,Забытые ямбы,"И уж зерну не возрасти,",и уж зерно не возрастать,Забытые ямбы
346,12,Лев Мей,Забытые ямбы,Как будто девочка не может,как будто девочка не мочь,Забытые ямбы
347,12,Лев Мей,Забытые ямбы,Девицей красной расцвести!,девица красный расцветать,Забытые ямбы
348,12,Лев Мей,Забытые ямбы,Нет! Я красавиц угадаю,нет я красавица угадывать,Забытые ямбы
349,12,Лев Мей,Забытые ямбы,"И в зрелых женщинах узнаю,",и в зрелый женщина узнавать,Забытые ямбы
350,12,Лев Мей,Забытые ямбы,"Всегда узнаю, и впопад,",всегда узнавать и впопад,Забытые ямбы
351,12,Лев Мей,Забытые ямбы,Какими в отрочестве были...,какой в отрочество быть,Забытые ямбы
352,12,Лев Мей,Забытые ямбы,И вот одна вам наугад:,и вот один вы наугад,Забытые ямбы
353,12,Лев Мей,Забытые ямбы,"Соболья бровь, лукавый взгляд,",соболий бровь лукавый взгляд,Забытые ямбы
354,12,Лев Мей,Забытые ямбы,"Лицо как кипень, плечи всплыли",лицо как кипень плечо всплывать,Забытые ямбы
355,12,Лев Мей,Забытые ямбы,"Как две кувшинки — или две,",как два кувшинка или два,Забытые ямбы
356,12,Лев Мей,Забытые ямбы,"С ночи заснувшие в траве,",с ночь заснуть в трава,Забытые ямбы
357,12,Лев Мей,Забытые ямбы,Две белотрепетные пташки,два белотрепетный пташка,Забытые ямбы
358,12,Лев Мей,Забытые ямбы,Всплывают рано на заре,всплывать рано на заря,Забытые ямбы
359,12,Лев Мей,Забытые ямбы,Из моря донника и кашки,из море донник и кашка,Забытые ямбы
360,12,Лев Мей,Забытые ямбы,"В росном, зернистом серебре...",в росный зернистый серебро,Забытые ямбы
361,12,Лев Мей,Забытые ямбы,"Да, на цветы, на перья птицы,",да на цветок на перо птица,Забытые ямбы
362,12,Лев Мей,Забытые ямбы,На росы майского утра,на роса майский утро,Забытые ямбы
363,12,Лев Мей,Забытые ямбы,"Идет не столько серебра,",идти не столько серебро,Забытые ямбы
364,12,Лев Мей,Забытые ямбы,"Как на плечо отроковицы,",как на плечо отроковица,Забытые ямбы
365,12,Лев Мей,Забытые ямбы,Когда создатель сам на ней,когда создатель сам на она,Забытые ямбы
366,12,Лев Мей,Забытые ямбы,Печать любви своей положит —,печать любовь свой полагать,Забытые ямбы
367,12,Лев Мей,Забытые ямбы,"А всё, что создано, очей",а все что создавать око,Забытые ямбы
368,12,Лев Мей,Забытые ямбы,Свести с красавицы не может.,сводить с красавица не мочь,Забытые ямбы
369,12,Лев Мей,Забытые ямбы,Но переход-то мой к мечте,но переход то мой к мечта,Забытые ямбы
370,12,Лев Мей,Забытые ямбы,От сплетен слишком уж поспешен.,от сплетня слишком уж поспешный,Забытые ямбы
371,12,Лев Мей,Забытые ямбы,"Что делать, аз есмь многогрешен",что делать аз есмь многогрешный,Забытые ямбы
372,12,Лев Мей,Забытые ямбы,И поклоняюсь красоте.,и поклоняться красота,Забытые ямбы
373,12,Лев Мей,Забытые ямбы,. . . . . . . . . . . . . . . .,,Забытые ямбы
374,12,Лев Мей,Забытые ямбы,. . . . . . . . . . . . . . . .,,Забытые ямбы
375,12,Лев Мей,Забытые ямбы,Недавно ночью проезжал,недавно ночь проезжать,Забытые ямбы
376,12,Лев Мей,Забытые ямбы,Я мимо графского аббатства...,я мимо графский аббатство,Забытые ямбы
377,12,Лев Мей,Забытые ямбы,Остановился... Старый дом,останавливаться старый дом,Забытые ямбы
378,12,Лев Мей,Забытые ямбы,Темнел завешанным окном,темнеть завешивать окно,Забытые ямбы
379,12,Лев Мей,Забытые ямбы,"Угольной комнаты угрюмо,",угольный комната угрюмо,Забытые ямбы
380,12,Лев Мей,Забытые ямбы,Смотрел с такою тайной думой,смотреть с такой тайный дума,Забытые ямбы
381,12,Лев Мей,Забытые ямбы,"На водополую Неву,",на водополый нева,Забытые ямбы
382,12,Лев Мей,Забытые ямбы,"Что бог весть как, но предо мною",что бог весть как но предо я,Забытые ямбы
383,12,Лев Мей,Забытые ямбы,Восстали тени чередою...,восставать тень череда,Забытые ямбы
384,12,Лев Мей,Забытые ямбы,И вот вам греза наяву.,и вот вы греза наяву,Забытые ямбы
385,12,Лев Мей,Забытые ямбы,"Не бойтесь, нет во мне привычки",не бояться нет во я привычка,Забытые ямбы
386,12,Лев Мей,Забытые ямбы,Пугать могилами: сову,пугать могила сова,Забытые ямбы
387,12,Лев Мей,Забытые ямбы,На перышко последней птички,на перышко последний птичка,Забытые ямбы
388,12,Лев Мей,Забытые ямбы,Вовеки не сменяю я;,вовеки не сменять я,Забытые ямбы
389,12,Лев Мей,Забытые ямбы,"Мне дроги, гроб и панихида,",я дроги гроб и панихида,Забытые ямбы
390,12,Лев Мей,Забытые ямбы,"И лития, и кутия,",и лития и кутия,Забытые ямбы
391,12,Лев Мей,Забытые ямбы,"Поверьте, смертная обида...",поверять смертный обида,Забытые ямбы
392,12,Лев Мей,Забытые ямбы,Так вот-с... почудился мне бал.,так вот с почудиться я бал,Забытые ямбы
393,12,Лев Мей,Забытые ямбы,"Сверкали люстры и уборы,",сверкать люстра и убор,Забытые ямбы
394,12,Лев Мей,Забытые ямбы,"Цветился зал, звучали хоры,",цветиться зал звучать хор,Забытые ямбы
395,12,Лев Мей,Забытые ямбы,"Весь дом гудел, благоухал",весь дом гудеть благоухать,Забытые ямбы
396,12,Лев Мей,Забытые ямбы,И трепетал под стройным звуком.,и трепетать под стройный звук,Забытые ямбы
397,12,Лев Мей,Забытые ямбы,"На диво всем, в науку внукам",на диво все в наука внук,Забытые ямбы
398,12,Лев Мей,Забытые ямбы,В нем дед вельможный пировал,в немой дед вельможный пировать,Забытые ямбы
399,12,Лев Мей,Забытые ямбы,"Затем, что — было это время —",затем что быть этот время,Забытые ямбы
400,12,Лев Мей,Забытые ямбы,"Он взял на плечи, и не зря,",он взять на плечо и не зря,Забытые ямбы
401,12,Лев Мей,Забытые ямбы,"Тяжелое, честное бремя",тяжелый честный бремя,Забытые ямбы
402,12,Лев Мей,Забытые ямбы,С рамен великого царя.,с рамена великий царь,Забытые ямбы
403,12,Лев Мей,Забытые ямбы,И вот он сам. Густые кудри,и вот он сам густой кудри,Забытые ямбы
404,12,Лев Мей,Забытые ямбы,Белеют в благовонной пудре;,белеть в благовонный пудра,Забытые ямбы
405,12,Лев Мей,Забытые ямбы,"Лилейно-нежная рука,",лилейный нежный рука,Забытые ямбы
406,12,Лев Мей,Забытые ямбы,"Как мрамор дышащий мягка,",как мрамор дышать мягкий,Забытые ямбы
407,12,Лев Мей,Забытые ямбы,Красуется под кружевами.,красоваться под кружева,Забытые ямбы
408,12,Лев Мей,Забытые ямбы,Полусклоненный мощный стан,полусклонять мощный стан,Забытые ямбы
409,12,Лев Мей,Забытые ямбы,"Затянут в бархатный кафтан,",затягивать в бархатный кафтан,Забытые ямбы
410,12,Лев Мей,Забытые ямбы,Горит алмазными звездами,гореть алмазный звезда,Забытые ямбы
411,12,Лев Мей,Забытые ямбы,Грудь вдоль широкого рубца,грудь вдоль широкий рубец,Забытые ямбы
412,12,Лев Мей,Забытые ямбы,"Лазурной ленты, а с лица",лазурный лента а с лицо,Забытые ямбы
413,12,Лев Мей,Забытые ямбы,Не сходит тонкая улыбка —,не сходить тонкий улыбка,Забытые ямбы
414,12,Лев Мей,Забытые ямбы,Почет приветливый гостям...,почет приветливый гость,Забытые ямбы
415,12,Лев Мей,Забытые ямбы,"Но мчатся тени, мчатся шибко —",но мчаться тень мчаться шибко,Забытые ямбы
416,12,Лев Мей,Забытые ямбы,И улетели...,и улетать,Забытые ямбы
417,12,Лев Мей,Забытые ямбы,Вновь темно,вновь темно,Забытые ямбы
418,12,Лев Мей,Забытые ямбы,Угольной комнаты окно...,угольный комната окно,Забытые ямбы
419,12,Лев Мей,Забытые ямбы,Постойте! Снова озарилось:,постоять снова озаряться,Забытые ямбы
420,12,Лев Мей,Забытые ямбы,Тихонько в комнату вошла,тихонько в комната входить,Забытые ямбы
421,12,Лев Мей,Забытые ямбы,"Она... задумчиво-светла,",она задумчиво светлый,Забытые ямбы
422,12,Лев Мей,Забытые ямбы,"Как ранний месяц... Мне приснилось,",как ранний месяц я присниться,Забытые ямбы
423,12,Лев Мей,Забытые ямбы,"Почудилось, быть может, но...",почудиться быть мочь но,Забытые ямбы
424,12,Лев Мей,Забытые ямбы,Портрет я изучил давно...,портрет я изучать давно,Забытые ямбы
425,12,Лев Мей,Забытые ямбы,"Кругом сиянье разливая,",кругом сияние разливать,Забытые ямбы
426,12,Лев Мей,Забытые ямбы,Из рамы вышла как живая,из рама выходить как живой,Забытые ямбы
427,12,Лев Мей,Забытые ямбы,"И села, голову склоня...",и садиться голова склонить,Забытые ямбы
428,12,Лев Мей,Забытые ямбы,"Вы можете дразнить меня,",вы мочь дразнить я,Забытые ямбы
429,12,Лев Мей,Забытые ямбы,"Осмеивать все эти грезы,",осмеивать весь этот греза,Забытые ямбы
430,12,Лев Мей,Забытые ямбы,Не верить даже — я не прочь...,не верить даже я не прочь,Забытые ямбы
431,12,Лев Мей,Забытые ямбы,Но платье красное и розы,но платье красный и роза,Забытые ямбы
432,12,Лев Мей,Забытые ямбы,"Такие, как у ней точь-в-точь,",такой как у она точь в точь,Забытые ямбы
433,12,Лев Мей,Забытые ямбы,Но белокурый пышный локон,но белокурый пышный локон,Забытые ямбы
434,12,Лев Мей,Забытые ямбы,Я видел явственно в ту ночь,я видеть явственно в тот ночь,Забытые ямбы
435,12,Лев Мей,Забытые ямбы,В угольной комнате у окон...,в угольный комната у окно,Забытые ямбы
436,12,Лев Мей,Забытые ямбы,Опять темно... и свет опять...,опять темно и свет опять,Забытые ямбы
437,12,Лев Мей,Забытые ямбы,"По тем же залам и гостиным,",по тот же зал и гостин,Забытые ямбы
438,12,Лев Мей,Забытые ямбы,"Дивясь статуям и картинам,",дивиться статуя и картина,Забытые ямбы
439,12,Лев Мей,Забытые ямбы,"Толпится не былая знать,",толпиться не былой знать,Забытые ямбы
440,12,Лев Мей,Забытые ямбы,"А новое, иное племя,",а новый иной племя,Забытые ямбы
441,12,Лев Мей,Забытые ямбы,Грядущей «жатвы мысли семя»:,грядущий жатва мысль семя,Забытые ямбы
442,12,Лев Мей,Забытые ямбы,"При блеске люстр, и ламп, и свеч,",при блеск люстра и лампа и свеча,Забытые ямбы
443,12,Лев Мей,Забытые ямбы,"Под звуки музыки стостройной,",под звук музыка стостройный,Забытые ямбы
444,12,Лев Мей,Забытые ямбы,"Гуляют гордо и спокойно,",гулять гордо и спокойно,Забытые ямбы
445,12,Лев Мей,Забытые ямбы,Ведя насмешливую речь.,вести насмешливый речь,Забытые ямбы
446,12,Лев Мей,Забытые ямбы,"Гостей встречает внук-вельможа,",гость встречать внук вельможа,Забытые ямбы
447,12,Лев Мей,Забытые ямбы,Но не по платью одному:,но не по платье один,Забытые ямбы
448,12,Лев Мей,Забытые ямбы,Дорога знанью и уму!..,дорога знание и ум,Забытые ямбы
449,12,Лев Мей,Забытые ямбы,"Теперь, покойных не тревожа",теперь покойный не тревожить,Забытые ямбы
450,12,Лев Мей,Забытые ямбы,"И отрекаяся от грез,",и отрекаясти от греза,Забытые ямбы
451,12,Лев Мей,Забытые ямбы,Я предложу живой вопрос:,я предлагать живой вопрос,Забытые ямбы
452,12,Лев Мей,Забытые ямбы,У вас весна и незабудки?,у вы весна и незабудка,Забытые ямбы
453,12,Лев Мей,Забытые ямбы,И соловьи? и ночь тепла?,и соловей и ночь тепло,Забытые ямбы
454,12,Лев Мей,Забытые ямбы,"И вся природа ожила,",и весь природа оживать,Забытые ямбы
455,12,Лев Мей,Забытые ямбы,Не отрекаясь от побудки,не отрекаться от побудка,Забытые ямбы
456,12,Лев Мей,Забытые ямбы,Жить долго-долго?.. Сами вы,жить долго долго сам вы,Забытые ямбы
457,12,Лев Мей,Забытые ямбы,"Спокойны, веселы, здоровы?",спокойный веселый здоровый,Забытые ямбы
458,12,Лев Мей,Забытые ямбы,Или с чугунки и с Москвы,или с чугунок и с москва,Забытые ямбы
459,12,Лев Мей,Забытые ямбы,"Все ваши нервные основы,",весь ваш нервный основа,Забытые ямбы
460,12,Лев Мей,Забытые ямбы,"Как нить натянутой струны,",как нить натягивать струна,Забытые ямбы
461,12,Лев Мей,Забытые ямбы,Тревожливо потрясены?,тревожливо потрясать,Забытые ямбы
462,12,Лев Мей,Забытые ямбы,"Еще вопрос. Решите сами,",еще вопрос решать сам,Забытые ямбы
463,12,Лев Мей,Забытые ямбы,Зачем пишу я к вам стихами?,зачем писать я к вы стих,Забытые ямбы
464,12,Лев Мей,Забытые ямбы,Без шуток следует решить...,без шутка следовать решать,Забытые ямбы
465,12,Лев Мей,Забытые ямбы,"Быть может, потому, что с вами",быть мочь потому что с вы,Забытые ямбы
466,12,Лев Мей,Забытые ямбы,Неловко прозой говорить?,неловко проза говорить,Забытые ямбы
467,12,Лев Мей,Забытые ямбы,"Иль, выражаясь безыскусно,",иль выражаться безыскусный,Забытые ямбы
468,12,Лев Мей,Забытые ямбы,"Не потому ли, может быть,",не потому ли мочь быть,Забытые ямбы
469,12,Лев Мей,Забытые ямбы,"Что вместе тошно, порознь грустно?..",что вместе тошно порознь грустно,Забытые ямбы
470,13,Михаил Лермонтов,Завещание,Середниково. Ночью; у окна.,середниковый ночь у окно,Завещание
471,13,Михаил Лермонтов,Завещание,"Есть место: близ тропы глухой,",быть место близ тропа глухой,Завещание
472,13,Михаил Лермонтов,Завещание,"В лесу пустынном, средь поляны,",в лес пустынный средь поляна,Завещание
473,13,Михаил Лермонтов,Завещание,"Где вьются вечером туманы,",где виться вечер туман,Завещание
474,13,Михаил Лермонтов,Завещание,Осеребренные луной...,осеребрить луна,Завещание
475,13,Михаил Лермонтов,Завещание,Мой друг! ты знаешь ту поляну;,мой друг ты знать тот поляна,Завещание
476,13,Михаил Лермонтов,Завещание,"Там труп мой хладный ты зарой,",там труп мой хладный ты зарывать,Завещание
477,13,Михаил Лермонтов,Завещание,Когда дышать я перестану!,когда дышать я переставать,Завещание
478,13,Михаил Лермонтов,Завещание,Могиле той не откажи,могила тот не отказывать,Завещание
479,13,Михаил Лермонтов,Завещание,"Ни в чем, последуя закону;",ни в чем последовать закон,Завещание
480,13,Михаил Лермонтов,Завещание,Поставь над нею крест из клену,поставлять над она крест из клен,Завещание
481,13,Михаил Лермонтов,Завещание,И дикий камень положи;,и дикий камень полагать,Завещание
482,13,Михаил Лермонтов,Завещание,"Когда гроза тот лес встревожит,",когда гроза тот лес встревожить,Завещание
483,13,Михаил Лермонтов,Завещание,Мой крест пришельца привлечет;,мой крест пришелец привлекать,Завещание
484,13,Михаил Лермонтов,Завещание,"И добрый человек, быть может,",и добрый человек быть мочь,Завещание
485,13,Михаил Лермонтов,Завещание,На диком камне отдохнет.,на дикий камень отдыхать,Завещание
486,14,Леонид Мартынов,Судьба,Я о тебе,я о ты,Судьба
487,14,Леонид Мартынов,Судьба,"Гораздо больше знаю,",гораздо много знать,Судьба
488,14,Леонид Мартынов,Судьба,"Чем о себе ты ведаешь сама,",чем о себя ты ведать сам,Судьба
489,14,Леонид Мартынов,Судьба,"О милая обыденность земная,",о милый обыденность земной,Судьба
490,14,Леонид Мартынов,Судьба,Стучащаяся пальчиком в дома.,стучаться пальчик в дом,Судьба
491,14,Леонид Мартынов,Судьба,"И о земле не меньше мне известно,",и о земля не мало я известно,Судьба
492,14,Леонид Мартынов,Судьба,Чем знает о себе сама земля -,чем знать о себя сам земля,Судьба
